,Title,Type,Source,Episodes,Status,Started At,Ended At,Duration in Minutes,Rating,Score,Scored By,Score Rank,Popularity Rank,Members,Favorites,Season,Year,Genre,Theme,Demographic
2493,Tennis no Oujisama: Sonzoku Yama no Hi,OVA,Manga,1.0,Finished Airing,2003-01-01,,30,PG-13 - Teens 13 or older,7.36,8410,2370.0,5238,15934,20,,,['Sports'],[],['Shounen']
2494,Gekai Elise,TV,Web manga,12.0,Currently Airing,2024-01-10,2024-03-27,23,PG-13 - Teens 13 or older,7.35,8096,2405.0,2947,54416,297,winter,2024.0,"['Fantasy', 'Romance']","['Medical', 'Reincarnation']",[]
2495,World Dai Star,TV,Mixed media,12.0,Finished Airing,2023-04-09,2023-06-25,24,PG-13 - Teens 13 or older,7.35,4512,2417.0,5658,13189,86,spring,2023.0,[],['Performing Arts'],[]
2496,Megane no Megami,OVA,Manga,2.0,Finished Airing,2019-05-31,2019-06-07,15,Rx - Hentai,7.35,4460,,6264,10176,69,,,['Hentai'],[],[]
2497,Boku no Hero Academia the Movie 1: Futari no Hero Specials,Special,Manga,2.0,Finished Airing,2019-02-13,,4,PG-13 - Teens 13 or older,7.35,59888,2399.0,1679,132083,161,,,['Action'],['Super Power'],['Shounen']
2498,Yowamushi Pedal: Special Ride,OVA,Manga,1.0,Finished Airing,2013-08-08,,20,PG-13 - Teens 13 or older,7.35,9432,2438.0,4853,19602,12,,,['Sports'],['Racing'],['Shounen']
2499,Suite Precure♪,TV,Original,48.0,Finished Airing,2011-02-06,2012-01-29,24,G - All Ages,7.35,6309,2431.0,5214,16153,138,winter,2011.0,"['Action', 'Fantasy']",['Mahou Shoujo'],[]
2500,Stringendo: Angel-tachi no Private Lesson,OVA,Manga,12.0,Finished Airing,2006-01-27,2012-04-27,27,Rx - Hentai,7.35,6226,,5156,16726,151,,,['Hentai'],[],[]
2501,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,OVA,Visual novel,6.0,Finished Airing,2012-01-27,2018-12-28,25,Rx - Hentai,7.35,17064,,3572,38181,730,,,"['Action', 'Fantasy', 'Hentai']",[],[]
2502,Majokko Shimai no Yoyo to Nene,Movie,Manga,1.0,Finished Airing,2013-12-28,,100,G - All Ages,7.35,6411,2414.0,5010,18067,22,,,['Fantasy'],[],[]
2503,Ryuu no Haisha,TV Special,Original,2.0,Finished Airing,2017-02-18,2017-02-25,46,PG-13 - Teens 13 or older,7.35,16313,2426.0,3388,42023,91,,,"['Adventure', 'Fantasy']",[],[]
2504,Seto no Hanayome OVA Specials,Special,Manga,2.0,Finished Airing,2008-11-03,2009-01-05,0,PG-13 - Teens 13 or older,7.35,5026,2440.0,5691,13027,2,,,['Comedy'],"['Parody', 'School']",[]
2505,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,OVA,Manga,1.0,Finished Airing,2017-03-29,,23,PG-13 - Teens 13 or older,7.35,7828,2393.0,5220,16121,7,,,['Slice of Life'],"['Iyashikei', 'School']",['Shounen']
2506,AKB0048,TV,Original,13.0,Finished Airing,2012-04-29,2012-07-22,23,PG-13 - Teens 13 or older,7.35,28432,2392.0,2754,61759,678,spring,2012.0,['Sci-Fi'],"['Idols (Female)', 'Music']",[]
2507,"Suisei no Gargantia: Meguru Kouro, Haruka",OVA,Original,2.0,Finished Airing,2014-09-27,2015-04-04,53,PG-13 - Teens 13 or older,7.35,19209,2430.0,3388,42021,28,,,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],[]
2508,Ao no Exorcist: Kyoto Fujouou-hen,TV,Manga,12.0,Finished Airing,2017-01-07,2017-03-25,24,PG-13 - Teens 13 or older,7.35,410063,2395.0,250,758095,1609,winter,2017.0,"['Action', 'Fantasy']","['Mythology', 'School']",['Shounen']
2509,Quanzhi Fashi III,ONA,Novel,12.0,Finished Airing,2018-10-12,2018-12-22,18,PG-13 - Teens 13 or older,7.35,27238,2423.0,2906,55705,107,,,"['Action', 'Fantasy']",['School'],[]
2510,Re:␣Hamatora,TV,Mixed media,12.0,Finished Airing,2014-07-08,2014-09-23,24,R - 17+ (violence & profanity),7.35,78443,2424.0,1372,168976,419,summer,2014.0,"['Action', 'Mystery', 'Supernatural']","['Detective', 'Super Power']",[]
2511,Yuyushiki,TV,4-koma manga,12.0,Finished Airing,2013-04-10,2013-06-26,23,PG-13 - Teens 13 or older,7.35,40119,2420.0,1943,108080,668,spring,2013.0,['Comedy'],"['CGDCT', 'Gag Humor', 'School']",[]
2512,Kidou Shinseiki Gundam X,TV,Original,39.0,Finished Airing,1996-04-05,1996-12-28,24,PG-13 - Teens 13 or older,7.35,15868,2412.0,3666,36145,228,spring,1996.0,"['Adventure', 'Drama', 'Sci-Fi']","['Mecha', 'Space']",[]
2513,Rikei ga Koi ni Ochita no de Shoumei shitemita.,TV,Web manga,12.0,Finished Airing,2020-01-11,2020-03-28,23,PG-13 - Teens 13 or older,7.35,145808,2425.0,673,345710,1147,winter,2020.0,"['Comedy', 'Romance']",['Adult Cast'],[]
2514,BNA,TV,Original,12.0,Finished Airing,2020-04-09,2020-06-25,22,PG-13 - Teens 13 or older,7.35,200636,2398.0,642,363950,2623,spring,2020.0,"['Action', 'Fantasy']","['Anthropomorphic', 'Super Power']",[]
2515,Toaru Majutsu no Index,TV,Light novel,24.0,Finished Airing,2008-10-05,2009-03-19,23,R - 17+ (violence & profanity),7.35,386282,2415.0,223,810243,5601,fall,2008.0,"['Action', 'Fantasy', 'Sci-Fi']",['Super Power'],[]
2516,Nami yo Kiitekure,TV,Manga,12.0,Finished Airing,2020-04-04,2020-06-20,24,R - 17+ (violence & profanity),7.35,30731,2428.0,2278,84794,194,spring,2020.0,"['Comedy', 'Drama']","['Adult Cast', 'Showbiz']",['Seinen']
2517,Hyouka: Motsubeki Mono wa,OVA,Light novel,1.0,Finished Airing,2012-07-08,,25,PG-13 - Teens 13 or older,7.35,113754,2409.0,1251,188370,153,,,"['Mystery', 'Slice of Life']",['School'],[]
2518,Ansatsu Kyoushitsu: 365-nichi no Jikan,Movie,Manga,1.0,Finished Airing,2016-11-19,,92,PG-13 - Teens 13 or older,7.35,50974,2394.0,1799,120551,193,,,"['Action', 'Comedy']",['School'],['Shounen']
2519,The iDOLM@STER Cinderella Girls 2nd Season,TV,Game,12.0,Finished Airing,2015-07-18,2015-10-17,24,PG-13 - Teens 13 or older,7.35,17668,2434.0,3649,36589,151,summer,2015.0,"['Comedy', 'Drama']","['Idols (Female)', 'Music']",[]
2520,Handa-kun,TV,Manga,12.0,Finished Airing,2016-07-08,2016-09-23,24,PG-13 - Teens 13 or older,7.35,133129,2407.0,812,296198,873,summer,2016.0,['Comedy'],"['School', 'Visual Arts']",['Shounen']
2521,Oushitsu Kyoushi Heine Movie,Movie,Manga,1.0,Finished Airing,2019-02-16,,60,PG-13 - Teens 13 or older,7.35,9430,2422.0,4440,24089,39,,,['Comedy'],['Historical'],['Shounen']
2522,Nisekoi:,TV,Manga,12.0,Finished Airing,2015-04-10,2015-06-26,24,PG-13 - Teens 13 or older,7.35,425143,2429.0,285,692264,1837,spring,2015.0,"['Comedy', 'Romance']","['Harem', 'School']",['Shounen']
2523,Selector Spread WIXOSS,TV,Card game,12.0,Finished Airing,2014-10-04,2014-12-20,24,R - 17+ (violence & profanity),7.35,39693,2428.0,2392,78334,242,fall,2014.0,['Suspense'],"['High Stakes Game', 'Psychological', 'Strategy Game']",[]
2524,Hadashi no Gen 2,Movie,Manga,1.0,Finished Airing,1986-06-14,,86,PG-13 - Teens 13 or older,7.35,6005,2406.0,5550,13798,24,,,['Drama'],['Historical'],['Shounen']
2525,Kyokou Suiri Season 2,TV,Manga,12.0,Finished Airing,2023-01-09,2023-03-27,25,R - 17+ (violence & profanity),7.35,42362,2413.0,1495,152956,578,winter,2023.0,"['Mystery', 'Romance', 'Supernatural']","['Adult Cast', 'Mythology']",['Shounen']
2526,Kemonozume,TV,Original,13.0,Finished Airing,2006-08-06,2006-11-05,23,R+ - Mild Nudity,7.35,19774,2411.0,2449,74871,476,summer,2006.0,"['Action', 'Avant Garde', 'Horror', 'Romance', 'Supernatural']","['Adult Cast', 'Gore', 'Mythology']",[]
2527,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,Special,Manga,1.0,Finished Airing,2007-10-05,,14,G - All Ages,7.35,16063,2419.0,4082,28872,14,,,"['Comedy', 'Romance']",['Adult Cast'],['Josei']
2528,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Movie,Manga,1.0,Finished Airing,1994-08-20,,31,PG-13 - Teens 13 or older,7.35,8086,2435.0,5164,16689,7,,,"['Action', 'Adventure', 'Comedy', 'Supernatural']",['Martial Arts'],['Shounen']
2529,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,Original,1.0,Finished Airing,2008-02-26,,24,PG-13 - Teens 13 or older,7.35,19637,2434.0,3298,43945,33,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],[]
2530,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Movie,Manga,1.0,Finished Airing,1995-07-15,,51,PG-13 - Teens 13 or older,7.35,81664,2403.0,1687,131450,107,,,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",[],['Shounen']
2531,Atashin'chi,TV,Manga,330.0,Finished Airing,2002-04-19,2009-09-19,25,G - All Ages,7.35,2373,2397.0,8124,5404,57,spring,2002.0,"['Comedy', 'Slice of Life']",[],[]
2532,Yomigaeru Sora: Rescue Wings,TV,Original,12.0,Finished Airing,2006-01-09,2006-03-27,23,PG-13 - Teens 13 or older,7.35,4436,2437.0,5392,14783,49,winter,2006.0,['Drama'],"['Adult Cast', 'Military', 'Workplace']",[]
2533,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,Other,52.0,Finished Airing,1989-04-03,1990-03-29,23,G - All Ages,7.35,3112,2401.0,7719,6074,56,spring,1989.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",[],['Kids']
2534,Meitantei Conan Bonus File: Fantasista no Hana,OVA,Manga,1.0,Finished Airing,2012-04-14,,25,G - All Ages,7.35,4052,2426.0,6429,9616,10,,,"['Comedy', 'Mystery', 'Sports']","['Detective', 'Team Sports']",['Shounen']
2535,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12.0,Finished Airing,2013-10-08,2013-12-24,24,PG-13 - Teens 13 or older,7.35,69527,2396.0,1518,150148,1022,fall,2013.0,"['Action', 'Sci-Fi']",[],['Seinen']
2536,Captain Tsubasa,TV,Manga,128.0,Finished Airing,1983-10-13,1986-03-27,24,G - All Ages,7.35,51908,2400.0,2256,86115,590,fall,1983.0,['Sports'],['Team Sports'],['Shounen']
2537,Urusei Yatsura OVA,OVA,Manga,11.0,Finished Airing,1985-09-24,1991-06-21,32,PG-13 - Teens 13 or older,7.35,2733,2437.0,6900,8108,9,,,"['Adventure', 'Comedy', 'Sci-Fi']",[],['Shounen']
2538,Ojamajo Doremi,TV,Original,51.0,Finished Airing,1999-02-07,2000-01-30,24,G - All Ages,7.35,24125,2420.0,2913,55425,795,winter,1999.0,"['Comedy', 'Fantasy']",['Mahou Shoujo'],[]
2539,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,OVA,Manga,1.0,Finished Airing,2002-01-01,,28,G - All Ages,7.35,3026,2408.0,7319,6928,2,,,"['Comedy', 'Supernatural']",['Strategy Game'],['Shounen']
2540,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",TV,Light novel,12.0,Finished Airing,2021-10-06,2021-12-22,23,PG-13 - Teens 13 or older,7.35,289578,2438.0,419,524299,4170,fall,2021.0,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance']","['Isekai', 'Reincarnation']",[]
2541,Otona Joshi no Anime Time,TV Special,Novel,4.0,Finished Airing,2011-01-07,2013-03-24,25,R - 17+ (violence & profanity),7.35,7386,2432.0,4604,22050,55,,,"['Drama', 'Romance']",['Adult Cast'],['Josei']
2542,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,TV Special,Manga,1.0,Finished Airing,1999-04-23,,91,PG-13 - Teens 13 or older,7.35,2519,2402.0,7638,6259,8,,,[],[],['Shounen']
2543,Garo: Honoo no Kokuin,TV,Original,24.0,Finished Airing,2014-10-04,2015-03-28,24,R - 17+ (violence & profanity),7.35,51204,2404.0,1561,144095,447,fall,2014.0,"['Action', 'Fantasy']",[],[]
2544,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Special,Manga,1.0,Finished Airing,2010-07-24,,12,PG-13 - Teens 13 or older,7.35,48204,2410.0,2086,97205,140,,,['Comedy'],['School'],['Shoujo']
2545,Mini Dragon,ONA,Manga,13.0,Finished Airing,2021-04-07,2021-06-30,1,PG-13 - Teens 13 or older,7.35,35967,2416.0,2790,60163,68,,,"['Fantasy', 'Slice of Life']",[],[]
2546,Sousou no Frieren: ●● no Mahou,ONA,Manga,,Currently Airing,2023-10-11,,1,PG-13 - Teens 13 or older,7.34,1870,2440.0,6930,8016,29,,,"['Comedy', 'Fantasy']",[],[]
2547,Mononogatari 2nd Season,TV,Manga,12.0,Finished Airing,2023-07-04,2023-09-19,23,PG-13 - Teens 13 or older,7.34,13166,2474.0,3860,32527,100,summer,2023.0,"['Action', 'Fantasy']","['Adult Cast', 'Mythology']",['Seinen']
2548,Kin no Kuni Mizu no Kuni,Movie,Manga,1.0,Finished Airing,2023-01-27,,117,PG-13 - Teens 13 or older,7.34,1059,2445.0,6654,8784,20,,,"['Fantasy', 'Romance']",[],['Josei']
2549,Kyonyuu Fantasy,OVA,Visual novel,2.0,Finished Airing,2012-05-25,2012-07-27,29,Rx - Hentai,7.34,12126,,4085,28864,395,,,"['Fantasy', 'Supernatural', 'Hentai']","['Harem', 'Mythology']",[]
2550,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,Movie,Manga,1.0,Finished Airing,2014-06-28,,58,R - 17+ (violence & profanity),7.34,21031,2469.0,3227,45715,31,,,['Sci-Fi'],"['Adult Cast', 'Detective', 'Mecha', 'Psychological']",[]
2551,Toshi Densetsu Series,OVA,Manga,6.0,Finished Airing,2016-01-22,2018-09-07,19,Rx - Hentai,7.34,13786,,3824,33025,277,,,['Hentai'],[],[]
2552,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,Original,1.0,Finished Airing,2012-07-16,,51,R - 17+ (violence & profanity),7.34,91437,2450.0,1296,182037,573,,,"['Action', 'Sci-Fi']","['Mecha', 'Military']",[]
2553,Nogizaka Haruka no Himitsu Finale ♪,OVA,Light novel,4.0,Finished Airing,2012-08-19,2012-11-28,24,PG-13 - Teens 13 or older,7.34,20015,2476.0,3628,37062,58,,,"['Comedy', 'Romance']","['Otaku Culture', 'School']",[]
2554,Seikatsu Shuukan The Animation,OVA,Manga,2.0,Finished Airing,2019-03-29,2019-07-26,27,Rx - Hentai,7.34,9926,,4821,19965,181,,,['Hentai'],[],[]
2555,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,OVA,Manga,1.0,Finished Airing,2015-03-25,,26,PG-13 - Teens 13 or older,7.34,74409,2483.0,1606,139829,133,,,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'School']",['Shounen']
2556,Heya Camp△,TV,Manga,12.0,Finished Airing,2020-01-06,2020-03-23,3,PG-13 - Teens 13 or older,7.34,43826,2458.0,2091,96753,135,winter,2020.0,['Slice of Life'],"['CGDCT', 'Iyashikei']",[]
2557,Sakurada Reset,TV,Light novel,24.0,Finished Airing,2017-04-05,2017-09-13,25,PG-13 - Teens 13 or older,7.34,42620,2465.0,1554,145143,601,spring,2017.0,"['Mystery', 'Supernatural']","['School', 'Super Power', 'Time Travel']",[]
2558,Trinity Seven Movie 2: Heavens Library to Crimson Lord,Movie,Manga,1.0,Finished Airing,2019-03-29,,60,PG-13 - Teens 13 or older,7.34,51539,2441.0,1911,110823,182,,,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'School']",['Shounen']
2559,Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,Movie,Visual novel,1.0,Finished Airing,2019-06-14,,84,PG-13 - Teens 13 or older,7.34,2376,2445.0,5744,12585,78,,,[],"['Idols (Male)', 'Music']",['Josei']
2560,Pandora Hearts Omake,Special,Manga,9.0,Finished Airing,2009-07-24,2010-03-25,4,PG-13 - Teens 13 or older,7.34,21500,2481.0,3216,45923,107,,,['Comedy'],[],[]
2561,Idol Time PriPara,TV,Game,51.0,Finished Airing,2017-04-04,2018-03-27,24,PG - Children,7.34,2017,2479.0,7324,6921,50,spring,2017.0,[],"['Idols (Female)', 'Music', 'School']",[]
2562,Gamba no Bouken,TV,Novel,26.0,Finished Airing,1975-04-07,1975-09-29,24,G - All Ages,7.34,1361,2453.0,8732,4456,40,spring,1975.0,"['Adventure', 'Suspense']",['Anthropomorphic'],['Kids']
2563,Bokutachi wa Benkyou ga Dekinai!,TV,Manga,13.0,Finished Airing,2019-10-06,2019-12-29,23,PG-13 - Teens 13 or older,7.34,168613,2448.0,803,297170,721,fall,2019.0,"['Comedy', 'Romance']","['Harem', 'School']",['Shounen']
2564,Gosenzo-sama Banbanzai!,OVA,Original,6.0,Finished Airing,1989-08-05,1990-01-25,30,R - 17+ (violence & profanity),7.34,2565,2476.0,6484,9426,144,,,"['Avant Garde', 'Comedy', 'Drama', 'Sci-Fi']",['Psychological'],[]
2565,Net-juu no Susume Special,Special,Web manga,1.0,Finished Airing,2017-12-08,,24,PG-13 - Teens 13 or older,7.34,66882,2475.0,1938,108742,81,,,"['Comedy', 'Romance']","['Adult Cast', 'Video Game']",[]
2566,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,Movie,Original,1.0,Finished Airing,2020-10-31,,70,G - All Ages,7.34,895,2483.0,10017,2831,5,,,"['Action', 'Fantasy']","['Mahou Shoujo', 'Time Travel']",[]
2567,Seitokai no Ichizon Lv.2,ONA,Light novel,10.0,Finished Airing,2012-10-13,2012-12-15,24,PG-13 - Teens 13 or older,7.34,35407,2487.0,2526,71252,91,,,['Comedy'],"['Harem', 'Parody', 'School']",[]
2568,Owaranai Seraph,Special,Manga,9.0,Finished Airing,2015-06-24,2015-09-26,2,PG-13 - Teens 13 or older,7.34,40338,2480.0,2149,93181,317,,,"['Comedy', 'Supernatural']",['Vampire'],['Shounen']
2569,Mai-Otome 0: S.ifr,OVA,Original,3.0,Finished Airing,2008-02-21,2008-11-21,28,R+ - Mild Nudity,7.34,7214,2471.0,5433,14500,29,,,['Sci-Fi'],[],[]
2570,Nakitai Watashi wa Neko wo Kaburu,Movie,Original,1.0,Finished Airing,2020-06-18,,104,PG-13 - Teens 13 or older,7.34,261770,2474.0,525,428145,1872,,,"['Award Winning', 'Drama', 'Romance', 'Supernatural']",['School'],[]
2571,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,Special,Manga,1.0,Finished Airing,2010-12-22,,24,G - All Ages,7.34,3985,2456.0,6745,8505,3,,,['Sports'],['Team Sports'],['Seinen']
2572,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,Movie,Unknown,1.0,Finished Airing,2003-03-08,,80,PG - Children,7.34,6506,2471.0,6247,10251,5,,,"['Adventure', 'Comedy', 'Fantasy']",[],['Kids']
2573,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,Movie,Unknown,1.0,Finished Airing,2000-03-11,,91,PG - Children,7.34,7110,2451.0,6043,11127,9,,,"['Adventure', 'Comedy', 'Fantasy']",['Historical'],"['Kids', 'Shounen']"
2574,Mahou no Tenshi Creamy Mami,TV,Original,52.0,Finished Airing,1983-07-01,1984-06-29,24,G - All Ages,7.34,4215,2450.0,5374,14913,166,summer,1983.0,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']","['Idols (Female)', 'Mahou Shoujo', 'School']",[]
2575,Higashi no Eden: Falling Down,Music,Other,1.0,Finished Airing,2009-05-27,,4,G - All Ages,7.34,7801,,5497,14092,15,,,[],['Music'],[]
2576,Gatchaman Crowds: Embrace,Special,Original,1.0,Finished Airing,2014-01-22,,23,PG-13 - Teens 13 or older,7.34,8167,2474.0,5086,17332,9,,,"['Adventure', 'Sci-Fi']",[],[]
2577,Huyao Xiao Hongniang: Nan Guo,ONA,Manga,26.0,Finished Airing,2017-11-24,2018-06-22,19,PG-13 - Teens 13 or older,7.34,2052,2459.0,7114,7463,16,,,"['Comedy', 'Romance', 'Supernatural']",['Historical'],[]
2578,Afro Samurai: Resurrection,Movie,Original,1.0,Finished Airing,2009-01-25,,100,R+ - Mild Nudity,7.34,61069,2448.0,1979,105390,196,,,"['Action', 'Adventure']","['Gore', 'Samurai']",[]
2579,Future GPX Cyber Formula Saga,OVA,Original,8.0,Finished Airing,1996-08-01,1997-07-25,30,R+ - Mild Nudity,7.34,1117,2472.0,9944,2914,12,,,"['Drama', 'Sci-Fi']",['Racing'],[]
2580,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Movie,Game,1.0,Finished Airing,1999-07-17,,80,PG - Children,7.34,124409,2482.0,1237,190189,211,,,"['Adventure', 'Comedy', 'Fantasy']",[],['Kids']
2581,Mazinkaiser,OVA,Manga,7.0,Finished Airing,2001-09-25,2002-09-20,28,R+ - Mild Nudity,7.34,4490,2472.0,6093,10923,64,,,"['Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],['Shounen']
2582,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,Movie,Original,1.0,Finished Airing,2021-06-25,,109,R - 17+ (violence & profanity),7.34,4471,2461.0,5646,13239,225,,,"['Action', 'Adventure']",['Historical'],[]
2583,Kinnikuman,TV,Manga,137.0,Finished Airing,1983-04-03,1986-10-01,24,PG-13 - Teens 13 or older,7.34,3906,2446.0,5754,12547,105,spring,1983.0,"['Comedy', 'Sports']",['Combat Sports'],['Shounen']
2584,Yokoyama Mitsuteru Sangokushi,TV,Manga,47.0,Finished Airing,1991-10-18,1992-09-25,24,PG-13 - Teens 13 or older,7.34,2289,2446.0,7613,6305,44,fall,1991.0,"['Action', 'Adventure']",['Historical'],[]
2585,Kidou Senshi Gundam: Cucuruz Doan no Shima,Movie,Other,1.0,Finished Airing,2022-06-03,,108,PG-13 - Teens 13 or older,7.34,4416,2464.0,6390,9722,23,,,['Action'],['Mecha'],[]
2586,Glass no Kamen,TV,Manga,23.0,Finished Airing,1984-04-09,1984-09-24,24,PG-13 - Teens 13 or older,7.34,2707,2456.0,6525,9278,45,spring,1984.0,"['Drama', 'Romance']",['Performing Arts'],['Shoujo']
2587,Jibaku-kun,TV,Manga,26.0,Finished Airing,1999-10-05,2000-03-28,22,PG-13 - Teens 13 or older,7.34,6290,2460.0,5617,13448,61,fall,1999.0,"['Adventure', 'Comedy', 'Fantasy']",[],[]
2588,Yellow (Music),Music,Original,1.0,Finished Airing,2018-11-03,,3,G - All Ages,7.34,650,,12995,1080,11,,,[],['Music'],[]
2589,Kaze no Shoujo Emily,TV,Novel,26.0,Finished Airing,2007-04-07,2007-09-29,25,G - All Ages,7.34,2505,2463.0,7040,7660,28,spring,2007.0,['Drama'],['Historical'],[]
2590,Sabage-bu!,TV,Manga,12.0,Finished Airing,2014-07-06,2014-09-21,23,PG-13 - Teens 13 or older,7.34,56712,2464.0,1473,155620,568,summer,2014.0,"['Action', 'Comedy']","['CGDCT', 'School']",['Shoujo']
2591,Rekka no Honoo,TV,Manga,42.0,Finished Airing,1997-07-19,1998-07-10,23,PG-13 - Teens 13 or older,7.34,28132,2484.0,2624,66934,266,summer,1997.0,"['Action', 'Adventure']","['Martial Arts', 'Super Power']",['Shounen']
2592,Kore wa Zombie desu ka?,TV,Light novel,12.0,Finished Airing,2011-01-11,2011-03-30,24,R - 17+ (violence & profanity),7.34,342897,2446.0,339,623643,3154,winter,2011.0,"['Action', 'Comedy', 'Fantasy', 'Ecchi']","['Harem', 'Vampire']",[]
2593,Otome Game Sekai wa Mob ni Kibishii Sekai desu,TV,Light novel,12.0,Finished Airing,2022-04-03,2022-06-19,23,PG-13 - Teens 13 or older,7.34,155069,2457.0,814,295874,2023,spring,2022.0,"['Action', 'Fantasy', 'Romance']","['Harem', 'Isekai', 'Mecha', 'Reincarnation', 'School']",[]
2594,Lodoss-tou Senki,OVA,Light novel,13.0,Finished Airing,1990-06-30,1991-11-23,25,R - 17+ (violence & profanity),7.34,25365,2470.0,2446,75024,663,,,"['Action', 'Adventure', 'Fantasy']",[],[]
2595,Kaginado Season 2,TV,Original,12.0,Finished Airing,2022-04-13,2022-06-29,4,PG-13 - Teens 13 or older,7.34,5379,2462.0,5670,13107,60,spring,2022.0,['Comedy'],[],[]
2596,Un-Go,TV,Novel,11.0,Finished Airing,2011-10-14,2011-12-23,24,R - 17+ (violence & profanity),7.34,58453,2444.0,1504,151545,631,fall,2011.0,"['Mystery', 'Sci-Fi', 'Supernatural']","['Adult Cast', 'Detective']",[]
2597,Xian Wang de Richang Shenghuo 3,ONA,Novel,12.0,Finished Airing,2022-09-30,2022-12-11,18,PG-13 - Teens 13 or older,7.34,25238,2446.0,2236,87040,272,,,"['Adventure', 'Comedy', 'Fantasy']",['School'],[]
2598,Sukebe Elf Tanbouki,OVA,Manga,2.0,Finished Airing,2023-07-07,,16,Rx - Hentai,7.33,2139,,8512,4775,19,,,"['Fantasy', 'Hentai']",[],[]
2599,Poputepipikku TV Special,TV Special,4-koma manga,2.0,Finished Airing,2019-04-01,,11,PG-13 - Teens 13 or older,7.33,9446,2502.0,4359,25005,15,,,"['Avant Garde', 'Comedy']",['Parody'],[]
2600,Papa no Iukoto wo Kikinasai! OVA,OVA,Light novel,2.0,Finished Airing,2013-06-25,2015-03-25,25,PG-13 - Teens 13 or older,7.33,22420,2512.0,3553,38557,29,,,"['Comedy', 'Romance']",[],[]
2601,Sakasama no Patema: Beginning of the Day,Special,Original,4.0,Finished Airing,2012-02-26,2012-08-25,6,PG-13 - Teens 13 or older,7.33,11953,2504.0,4076,29013,23,,,['Sci-Fi'],[],[]
